Başlık,Yazar,Yıl,Dergi,DOI,Scopus URL
Factors affecting recommended childhood vaccine demand,Dizbay İ.E.,2022-01-01,Journal of Intelligent and Fuzzy Systems,10.3233/JIFS-219184,https://api.elsevier.com/content/abstract/scopus_id/85122791939
Materializing Humor: Appropriation as Means of Symbolic Confrontation in the 2013 Protest in Turkey,Ülkebaş S.D.,2022-01-01,Design and Culture,10.1080/17547075.2021.2019454,https://api.elsevier.com/content/abstract/scopus_id/85122758166
Circular dairy supply chain management through Internet of Things-enabled technologies,Kazancoglu Y.,2022-01-01,Environmental Science and Pollution Research,10.1007/s11356-021-17697-8,https://api.elsevier.com/content/abstract/scopus_id/85122324503
Assessing the impact of covid-19 on sustainable food supply chains,Kazancoglu Y.,2022-01-01,Sustainability (Switzerland),10.3390/su14010143,https://api.elsevier.com/content/abstract/scopus_id/85121772581
An evolution strategy approach for the distributed blocking flowshop scheduling problem,Karabulut K.,2022-01-01,Computers and Industrial Engineering,10.1016/j.cie.2021.107832,https://api.elsevier.com/content/abstract/scopus_id/85120626710
Multi-Robot Symmetric Rendezvous Search on the Line,Ozsoyeller D.,2022-01-01,IEEE Robotics and Automation Letters,10.1109/LRA.2021.3126350,https://api.elsevier.com/content/abstract/scopus_id/85120423265
Forecasting Damaged Containers with Machine Learning Methods,Güler M.,2022-01-01,Lecture Notes in Mechanical Engineering,10.1007/978-3-030-90421-0_61,https://api.elsevier.com/content/abstract/scopus_id/85119892546
Applying Available-to-Promise (ATP) Concept in Multi-Model Assembly Line Planning Problems in a Make-to-Order (MTO) Environment,Yüksel M.,2022-01-01,Lecture Notes in Mechanical Engineering,10.1007/978-3-030-90421-0_55,https://api.elsevier.com/content/abstract/scopus_id/85119889426
"Vehicle Routing Problem with Multi Depot, Heterogeneous Fleet, and Multi Period: A Real Case Study",Karadeniz B.,2022-01-01,Lecture Notes in Mechanical Engineering,10.1007/978-3-030-90421-0_70,https://api.elsevier.com/content/abstract/scopus_id/85119888858
"Designing a Railway Network in Cesme, Izmir with Bi-objective Ring Star Problem",Püskül O.M.,2022-01-01,Lecture Notes in Mechanical Engineering,10.1007/978-3-030-90421-0_57,https://api.elsevier.com/content/abstract/scopus_id/85119888128
Optimal Inventory Share Policy Search for e-Grocery Food Supply Network,Kaya B.,2022-01-01,Lecture Notes in Mechanical Engineering,10.1007/978-3-030-90421-0_63,https://api.elsevier.com/content/abstract/scopus_id/85119887090
Capacitated Vehicle Routing Problem with Time Windows,Tanel A.,2022-01-01,Lecture Notes in Mechanical Engineering,10.1007/978-3-030-90421-0_56,https://api.elsevier.com/content/abstract/scopus_id/85119884459
Production and Inventory Control of Assemble-to-Order Systems,Saracalıoğlu N.,2022-01-01,Lecture Notes in Mechanical Engineering,10.1007/978-3-030-90421-0_65,https://api.elsevier.com/content/abstract/scopus_id/85119880694
A Discrete-Time Resource Allocated Project Scheduling Model,Çataltuğ B.,2022-01-01,Lecture Notes in Mechanical Engineering,10.1007/978-3-030-90421-0_53,https://api.elsevier.com/content/abstract/scopus_id/85119876692
Drought Modelling Using Artificial Intelligence Algorithms in Izmir District,Özen Z.İ.,2022-01-01,Lecture Notes in Mechanical Engineering,10.1007/978-3-030-90421-0_59,https://api.elsevier.com/content/abstract/scopus_id/85119865946
Distribution Planning of LPG to Gas Stations in the Aegean Region,Alkan B.,2022-01-01,Lecture Notes in Mechanical Engineering,10.1007/978-3-030-90421-0_58,https://api.elsevier.com/content/abstract/scopus_id/85119863647
Parallel Workforce Assignment Problem for Battery Production,Erdoğan A.,2022-01-01,Lecture Notes in Mechanical Engineering,10.1007/978-3-030-90421-0_64,https://api.elsevier.com/content/abstract/scopus_id/85119859000
Uniform Parallel Machine Scheduling with Sequence Dependent Setup Times: A Randomized Heuristic,Yıldız B.,2022-01-01,Lecture Notes in Mechanical Engineering,10.1007/978-3-030-90421-0_69,https://api.elsevier.com/content/abstract/scopus_id/85119858187
Shipment Planning: A Case Study for an Apparel Company,Metinoğlu C.,2022-01-01,Lecture Notes in Mechanical Engineering,10.1007/978-3-030-90421-0_66,https://api.elsevier.com/content/abstract/scopus_id/85119856763
Electricity Consumption Forecasting in Turkey,Acar B.,2022-01-01,Lecture Notes in Mechanical Engineering,10.1007/978-3-030-90421-0_60,https://api.elsevier.com/content/abstract/scopus_id/85119856386
An Optimization Model for Vehicle Scheduling and Routing Problem,Tokmak T.,2022-01-01,Lecture Notes in Mechanical Engineering,10.1007/978-3-030-90421-0_54,https://api.elsevier.com/content/abstract/scopus_id/85119852100
Storage and Order Picking Process Design for Perishable Foods in a Cold Warehouse,Güntez B.,2022-01-01,Lecture Notes in Mechanical Engineering,10.1007/978-3-030-90421-0_68,https://api.elsevier.com/content/abstract/scopus_id/85119851553
Spare Parts Inventory Management System in a Service Sector Company,Atakay B.,2022-01-01,Lecture Notes in Mechanical Engineering,10.1007/978-3-030-90421-0_67,https://api.elsevier.com/content/abstract/scopus_id/85119848035
Logistics Service Quality of Online Shopping Websites During Covid-19 Pandemic,Gezer İ.,2022-01-01,Lecture Notes in Mechanical Engineering,10.1007/978-3-030-90421-0_62,https://api.elsevier.com/content/abstract/scopus_id/85119838976
Water Resource Management Using a Multiperiod Water Pricing Model in Izmir District,Özen Z.İ.,2022-01-01,Lecture Notes in Mechanical Engineering,10.1007/978-3-030-90421-0_71,https://api.elsevier.com/content/abstract/scopus_id/85119824705
Litigation as a Strategy for Environmental Movements Questioned: An Examination of Bergama and Artvin-Cerattepe Struggles,Gönenç D.,2022-01-01,Journal of Balkan and Near Eastern Studies,10.1080/19448953.2021.2006004,https://api.elsevier.com/content/abstract/scopus_id/85119449458
Tourist guides facing the impacts of the pandemic COVID-19,Nazli M.,2022-01-01,Current Issues in Tourism,10.1080/13683500.2021.1997943,https://api.elsevier.com/content/abstract/scopus_id/85118548529
Female entrepreneurship and ecotourism,Pirnar I.,2022-01-01,Routledge Handbook of Ecotourism,10.4324/9781003001768-14,https://api.elsevier.com/content/abstract/scopus_id/85117558742
New convolutional neural network models for efficient object recognition with humanoid robots,Aslan S.N.,2022-01-01,Journal of Information and Telecommunication,10.1080/24751839.2021.1983331,https://api.elsevier.com/content/abstract/scopus_id/85116444426
Financial inclusion and poverty: evidence from Turkish household survey data,Dogan E.,2022-01-01,Applied Economics,10.1080/00036846.2021.1985076,https://api.elsevier.com/content/abstract/scopus_id/85116393329
Volatility Transmission Between the Japanese Stock Market and the Western Stock Market Indices: Time &amp; Frequency Domain Connectedness Analysis with High-Frequency Data,Kahraman S.,2022-01-01,Applied Economics,10.1080/00036846.2021.1967868,https://api.elsevier.com/content/abstract/scopus_id/85115153032
m-RENDEZVOUS: Multi-Agent Asynchronous Rendezvous Search Technique,Ozsoyeller D.,2022-01-01,Future Generation Computer Systems,10.1016/j.future.2021.08.007,https://api.elsevier.com/content/abstract/scopus_id/85113379229
Necessary conditions for partially observed optimal control of general McKean–Vlasov stochastic differential equations with jumps,Miloudi H.,2022-01-01,International Journal of Control,10.1080/00207179.2021.1961020,https://api.elsevier.com/content/abstract/scopus_id/85112607028
"Testing the balance of payments constrained growth model in a VECM framework: the cases of Brazil, Korea, Mexico and Turkey",Birkan A.O.,2022-01-01,Applied Economics Letters,10.1080/13504851.2021.1937487,https://api.elsevier.com/content/abstract/scopus_id/85107926776
The feminization and misrepresentation of public relations practitioners in Turkish tv dramas,Alikılıç Ö.,2022-01-01,Feminist Media Studies,10.1080/14680777.2021.1938168,https://api.elsevier.com/content/abstract/scopus_id/85107548881
Sediment Incipient Motion in Sewer with a Bed Deposit,Wan Mohtar W.H.M.,2022-01-01,Teknik Dergi/Technical Journal of Turkish Chamber of Civil Engineers,10.18400/tekderg.572529,https://api.elsevier.com/content/abstract/scopus_id/85106564610
To diversify or not to diversify internationally?,Umutlu M.,2022-01-01,Finance Research Letters,10.1016/j.frl.2021.102110,https://api.elsevier.com/content/abstract/scopus_id/85106257311
Investigating barriers to circular supply chain in the textile industry from Stakeholders’ perspective,Kazancoglu I.,2022-01-01,International Journal of Logistics Research and Applications,10.1080/13675567.2020.1846694,https://api.elsevier.com/content/abstract/scopus_id/85096193809
Consolidation of a Bath Ruin in an Archaeological Site,Durmuşlar F.,2022-01-01,International Journal of Architectural Heritage,10.1080/15583058.2020.1777594,https://api.elsevier.com/content/abstract/scopus_id/85089460369
The likelihood of requiring a diagnostic test: Classifying emergency department patients with logistic regression,Sarıyer G.,2022-01-01,Health Information Management Journal,10.1177/1833358320908975,https://api.elsevier.com/content/abstract/scopus_id/85082932687
STOCHASTIC ANALYSIS OF COMPLEX REDUNDANT SYSTEM HAVING PROBLEM OF WAITING LINE IN REPAIR USING COPULA METHODOLOGY,Sengar S.,2021-12-01,Reliability: Theory and Applications,10.24412/1932-2321-2021-465-383-391,https://api.elsevier.com/content/abstract/scopus_id/85123836269
Blockchain technology for enhancing traceability and efficiency in automobile supply chain—a case study,Ada N.,2021-12-01,Sustainability (Switzerland),10.3390/su132413667,https://api.elsevier.com/content/abstract/scopus_id/85120986324
Cooling channel effect on photovoltaic panel energy generation,Özcan Z.,2021-12-01,Solar Energy,10.1016/j.solener.2021.10.086,https://api.elsevier.com/content/abstract/scopus_id/85118851117
How machine learning facilitates decision making in emergency departments: Modelling diagnostic test orders,Sariyer G.,2021-12-01,International Journal of Clinical Practice,10.1111/ijcp.14980,https://api.elsevier.com/content/abstract/scopus_id/85117460801
"Correction to: Impact of agri‑fresh food supply chain quality practices on organizational sustainability (Operations Management Research, (2021), 10.1007/s12063-021-00196-x)",Siddh M.M.,2021-12-01,Operations Management Research,10.1007/s12063-021-00219-7,https://api.elsevier.com/content/abstract/scopus_id/85117340534
Industry 4.0 impacts on responsible environmental and societal management in the family business,Kazancoglu Y.,2021-12-01,Technological Forecasting and Social Change,10.1016/j.techfore.2021.121108,https://api.elsevier.com/content/abstract/scopus_id/85112818120
Hospital layout design renovation as a Quadratic Assignment Problem with geodesic distances,Cubukcuoglu C.,2021-12-01,Journal of Building Engineering,10.1016/j.jobe.2021.102952,https://api.elsevier.com/content/abstract/scopus_id/85111838737
Classification of organic and conventional olives using convolutional neural networks,Unluturk M.S.,2021-12-01,Neural Computing and Applications,10.1007/s00521-021-06269-z,https://api.elsevier.com/content/abstract/scopus_id/85109296849
Ownership and corporate social responsibility: “The power of the female touch”,Seckin-Halac D.,2021-12-01,European Management Journal,10.1016/j.emj.2021.01.008,https://api.elsevier.com/content/abstract/scopus_id/85100386699
Problematic Mukbang Watching and Its Relationship to Disordered Eating and Internet Addiction: A Pilot Study Among Emerging Adult Mukbang Watchers,Kircaburun K.,2021-12-01,International Journal of Mental Health and Addiction,10.1007/s11469-020-00309-w,https://api.elsevier.com/content/abstract/scopus_id/85085343239
The nexus of aging in family businesses: Decision-making models on preferring a suitable successor,Bulut C.,2021-11-09,Journal of Organizational Change Management,10.1108/JOCM-05-2019-0140,https://api.elsevier.com/content/abstract/scopus_id/85071601850
Reading 19th century architectural and interior space reflections of modernization through the literary space: Émile zola’s nana,Aydin B.,2021-11-01,A/Z ITU Journal of the Faculty of Architecture,10.5505/itujfa.2021.36539,https://api.elsevier.com/content/abstract/scopus_id/85120732857
Dual-Band Omnidirectional and Circularly Polarized Slotted Waveguide Array Antenna for Satellite Telemetry and Telecommand,Turkmen C.,2021-11-01,IEEE Antennas and Wireless Propagation Letters,10.1109/LAWP.2021.3109030,https://api.elsevier.com/content/abstract/scopus_id/85119952181
Intelligent transformation of the manufacturing industry for Industry 4.0: Seizing financial benefits from supply chain relationship capital through enterprise green management,Yu Y.,2021-11-01,Technological Forecasting and Social Change,10.1016/j.techfore.2021.120999,https://api.elsevier.com/content/abstract/scopus_id/85109217004
"Multiparameter-based product, energy and exergy optimizations for biomass gasification",Caglar B.,2021-11-01,Fuel,10.1016/j.fuel.2021.121208,https://api.elsevier.com/content/abstract/scopus_id/85109081863
Junction area dependent performance of graphene/silicon based self-powered Schottky photodiodes,Fidan M.,2021-11-01,"Sensors and Actuators, A: Physical",10.1016/j.sna.2021.112829,https://api.elsevier.com/content/abstract/scopus_id/85108910210
Inferring political and religious attitudes from composite faces perceived to be related to the dark triad personality traits,Alper S.,2021-11-01,Personality and Individual Differences,10.1016/j.paid.2021.111070,https://api.elsevier.com/content/abstract/scopus_id/85108418059
Psychological correlates of COVID-19 conspiracy beliefs and preventive measures: Evidence from Turkey,Alper S.,2021-11-01,Current Psychology,10.1007/s12144-020-00903-0,https://api.elsevier.com/content/abstract/scopus_id/85087356032
Childhood Emotional Abuse and Cyberbullying Perpetration: The Role of Dark Personality Traits,Kircaburun K.,2021-11-01,Journal of Interpersonal Violence,10.1177/0886260519889930,https://api.elsevier.com/content/abstract/scopus_id/85077465943
An application of a circular economy approach to design an energy-efficient heat recovery system,Karakutuk S.S.,2021-10-20,Journal of Cleaner Production,10.1016/j.jclepro.2021.128851,https://api.elsevier.com/content/abstract/scopus_id/85113960730
On Some Operators Generated by G-Method and Stack,Yıldırım E.D.,2021-10-15,Konuralp Journal of Mathematics,,https://api.elsevier.com/content/abstract/scopus_id/85203511468
Clear-water scour depth prediction in long channel contractions: Application of new hybrid machine learning algorithms,Khosravi K.,2021-10-15,Ocean Engineering,10.1016/j.oceaneng.2021.109721,https://api.elsevier.com/content/abstract/scopus_id/85114293320
Sediment transport modeling in non-deposition with clean bed condition using different tree-based algorithms,Gul E.,2021-10-01,PLoS ONE,10.1371/journal.pone.0258125,https://api.elsevier.com/content/abstract/scopus_id/85116911193
Urmia lake water depth modeling using extreme learning machine-improved grey wolf optimizer hybrid algorithm,Sales A.K.,2021-10-01,Theoretical and Applied Climatology,10.1007/s00704-021-03771-1,https://api.elsevier.com/content/abstract/scopus_id/85114322684
Impact of information hiding on circular food supply chains in business-to-business context,Kumar Mangla S.,2021-10-01,Journal of Business Research,10.1016/j.jbusres.2021.06.013,https://api.elsevier.com/content/abstract/scopus_id/85107928393
Geometric and analytical design of angulated scissor structures,Dinevari N.F.,2021-10-01,Mechanism and Machine Theory,10.1016/j.mechmachtheory.2021.104402,https://api.elsevier.com/content/abstract/scopus_id/85107633982
Regression models for sediment transport in tropical rivers,Harun M.A.,2021-10-01,Environmental Science and Pollution Research,10.1007/s11356-021-14479-0,https://api.elsevier.com/content/abstract/scopus_id/85106433451
On the Solution of the Black–Scholes Equation Using Feed-Forward Neural Networks,Eskiizmirliler S.,2021-10-01,Computational Economics,10.1007/s10614-020-10070-w,https://api.elsevier.com/content/abstract/scopus_id/85095981343
Psychopathological Consequences Related to Problematic Instagram Use Among Adolescents: The Mediating Role of Body Image Dissatisfaction and Moderating Role of Gender,Yurdagül C.,2021-10-01,International Journal of Mental Health and Addiction,10.1007/s11469-019-00071-8,https://api.elsevier.com/content/abstract/scopus_id/85064247209
Strategic orientations toward technological innovativeness in the marble industry,Bulut C.,2021-10-01,SN Business and Economics,10.1007/s43546-021-00127-9,https://api.elsevier.com/content/abstract/scopus_id/105000256030
Turkey's peacebuilding response in Africa: The case of Somalia,Tepeciklioğlu E.E.,2021-09-15,Routledge Handbook of Conflict Response and Leadership in Africa,10.4324/9780429318603-17,https://api.elsevier.com/content/abstract/scopus_id/85117918751
Exploring barriers to smart and sustainable circular economy: The case of an automotive eco-cluster,Kayikci Y.,2021-09-10,Journal of Cleaner Production,10.1016/j.jclepro.2021.127920,https://api.elsevier.com/content/abstract/scopus_id/85109371170
Women entrepreneurship for bridging economic gaps,Ince-Yenilmez M.,2021-09-01,Engines of Economic Prosperity: Creating Innovation and Economic Opportunities through Entrepreneurship,10.1007/978-3-030-76088-5_17,https://api.elsevier.com/content/abstract/scopus_id/85164877594
Historical development of entrepreneurship in the literature,Seckin-Halac D.,2021-09-01,Engines of Economic Prosperity: Creating Innovation and Economic Opportunities through Entrepreneurship,10.1007/978-3-030-76088-5_6,https://api.elsevier.com/content/abstract/scopus_id/85164866444
Financing strategies for new product development and innovation,Taskin D.,2021-09-01,Engines of Economic Prosperity: Creating Innovation and Economic Opportunities through Entrepreneurship,10.1007/978-3-030-76088-5_5,https://api.elsevier.com/content/abstract/scopus_id/85164865988
Engines of economic prosperity: Creating innovation and economic opportunities through entrepreneurship,Ince-Yenilmez M.,2021-09-01,Engines of Economic Prosperity: Creating Innovation and Economic Opportunities through Entrepreneurship,10.1007/978-3-030-76088-5,https://api.elsevier.com/content/abstract/scopus_id/85164857271
"The linkages between immigration, diversity, and innovation: Mobility of knowledge and experiences",Özerim M.G.,2021-09-01,Engines of Economic Prosperity: Creating Innovation and Economic Opportunities through Entrepreneurship,10.1007/978-3-030-76088-5_8,https://api.elsevier.com/content/abstract/scopus_id/85164856266
Exact analysis of production lines with Coxian-2-distributed processing times and parallel machines,Yücel Ö.,2021-09-01,Computers and Industrial Engineering,10.1016/j.cie.2021.107471,https://api.elsevier.com/content/abstract/scopus_id/85111023871
Analysis of Product Sustainability by Using a Risk-Oriented System Dynamics Model,Sezer M.D.,2021-09-01,Advanced Sustainable Systems,10.1002/adsu.202100065,https://api.elsevier.com/content/abstract/scopus_id/85110097569
Closure to the discussion of Ebtehaj et al. on “Comparative assessment of time series and artificial intelligence models to estimate monthly streamflow: A local and external data analysis approach”,Mehdizadeh S.,2021-09-01,Journal of Hydrology,10.1016/j.jhydrol.2021.126459,https://api.elsevier.com/content/abstract/scopus_id/85109994313
A fuzzy based hybrid decision framework to circularity in dairy supply chains through big data solutions,Kazancoglu Y.,2021-09-01,Technological Forecasting and Social Change,10.1016/j.techfore.2021.120927,https://api.elsevier.com/content/abstract/scopus_id/85107638033
A green scheduling algorithm for the distributed flowshop problem,Li Y.Z.,2021-09-01,Applied Soft Computing,10.1016/j.asoc.2021.107526,https://api.elsevier.com/content/abstract/scopus_id/85107089301
Kernel ridge regression model for sediment transport in open channel flow,Safari M.J.S.,2021-09-01,Neural Computing and Applications,10.1007/s00521-020-05571-6,https://api.elsevier.com/content/abstract/scopus_id/85099389464
Omnidirectional and Circularly Polarized Transceiver Antenna for TTC Communication in Satellite Systems,Turkmen C.,2021-08-28,"2021 34th General Assembly and Scientific Symposium of the International Union of Radio Science, URSI GASS 2021",10.23919/URSIGASS51995.2021.9560240,https://api.elsevier.com/content/abstract/scopus_id/85118239119
Comparative performance and thermoeconomic analyses of high temperature polymer electrolyte membrane based two hybrid systems,Erzen S.,2021-08-18,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2021.03.026,https://api.elsevier.com/content/abstract/scopus_id/85103959472
Introduction of gender and the labour market: Key facts and the trends in equal employment,Yenilmez M.I.,2021-08-05,Shadow Impact of COVID-19 on Economies: A Greater Depression?,,https://api.elsevier.com/content/abstract/scopus_id/85120148514
Shadow impact of COVID-19 on economies: A greater depression?,Yenilmez M.I.,2021-08-05,Shadow Impact of COVID-19 on Economies: A Greater Depression?,10.3726/b18539,https://api.elsevier.com/content/abstract/scopus_id/85120147995
Advanced exergy analysis of waste‐based district heating options through case studies,Ozcan H.G.,2021-08-02,Energies,10.3390/en14164766,https://api.elsevier.com/content/abstract/scopus_id/85112250141
A comparative review for question answering frameworks on the linked data,Tasar C.O.,2021-08-01,Recent Advances in Computer Science and Communications,10.2174/2666255813666191211114635,https://api.elsevier.com/content/abstract/scopus_id/85120992878
Electrooxidation of Glycerol on Monometallic and Bimetallic Catalysts-Containing Porous Carbon Cloth Electrodes in an Alkaline Medium,Caglar B.,2021-08-01,Journal of the Electrochemical Society,10.1149/1945-7111/ac1a57,https://api.elsevier.com/content/abstract/scopus_id/85113327491
Discharge coefficient for vertical sluice gate under submerged condition using contraction and energy loss coefficients,Vaheddoost B.,2021-08-01,Flow Measurement and Instrumentation,10.1016/j.flowmeasinst.2021.102007,https://api.elsevier.com/content/abstract/scopus_id/85109582902
Multi-objective advisory system for arrhytmia classification,Sarvan Ç.,2021-08-01,Biomedical Signal Processing and Control,10.1016/j.bspc.2021.102838,https://api.elsevier.com/content/abstract/scopus_id/85109015337
"Multi-zone optimisation of high-rise buildings using artificial intelligence for sustainable metropolises. Part 2: Optimisation problems, algorithms, results, and method validation",Ekici B.,2021-08-01,Solar Energy,10.1016/j.solener.2021.05.082,https://api.elsevier.com/content/abstract/scopus_id/85107961563
"Multi-zone optimisation of high-rise buildings using artificial intelligence for sustainable metropolises. Part 1: Background, methodology, setup, and machine learning results",Ekici B.,2021-08-01,Solar Energy,10.1016/j.solener.2021.05.083,https://api.elsevier.com/content/abstract/scopus_id/85107932246
Analysis of CO<inf>2</inf> emissions and energy consumption by sources in MENA countries: evidence from quantile regressions,Alharthi M.,2021-08-01,Environmental Science and Pollution Research,10.1007/s11356-021-13356-0,https://api.elsevier.com/content/abstract/scopus_id/85103164130
Predicting waiting and treatment times in emergency departments using ordinal logistic regression models,Ataman M.G.,2021-08-01,American Journal of Emergency Medicine,10.1016/j.ajem.2021.02.061,https://api.elsevier.com/content/abstract/scopus_id/85102288630
Impact of the EU–Turkey Statement on Smugglers’ Operations in the Aegean and Migrants’ Decisions to Engage with Smugglers,Yıldız A.,2021-08-01,International Migration,10.1111/imig.12767,https://api.elsevier.com/content/abstract/scopus_id/85090466194
Development and Validation of the Mukbang Addiction Scale,Kircaburun K.,2021-08-01,International Journal of Mental Health and Addiction,10.1007/s11469-019-00210-1,https://api.elsevier.com/content/abstract/scopus_id/85077529685
The role of intentionality in perceiving terrorism as a more important problem than traffic accidents,Alper S.,2021-08-01,Current Psychology,10.1007/s12144-019-00372-0,https://api.elsevier.com/content/abstract/scopus_id/85069215796
The socio-economic metabolism of Canada: A case study of energy flows from 1990 to 2011,Toseef A.,2021-07-29,"Foundations of a Sustainable Economy: Moral, Ethical and Religious Perspectives",,https://api.elsevier.com/content/abstract/scopus_id/85118965685
Extended exergy analysis of a solar driven water production plant via reverse osmosis,Ünal C.,2021-07-25,Applied Thermal Engineering,10.1016/j.applthermaleng.2021.117064,https://api.elsevier.com/content/abstract/scopus_id/85106307923
"Colonial ""Idea"" and ""Work"": The evil in Marlow's Heart of Darkness",Suner A.,2021-07-24,Performativity of Villainy and Evil in Anglophone Literature and Media,10.1007/978-3-030-76055-7_12,https://api.elsevier.com/content/abstract/scopus_id/85164760297
Turkey-Africa relations: A retrospective analysis,Hazar N.,2021-07-12,Turkey in Africa: A New Emerging Power?,,https://api.elsevier.com/content/abstract/scopus_id/85111407470
Turkey in Africa: A new emerging power?,Tepeciklioglu E.E.,2021-07-12,Turkey in Africa: A New Emerging Power?,10.4324/9781003049579,https://api.elsevier.com/content/abstract/scopus_id/85111371230
Turkey's religious diplomacy in Africa,Tepeciklioğlu E.E.,2021-07-12,Turkey in Africa: A New Emerging Power?,,https://api.elsevier.com/content/abstract/scopus_id/85111369188
Introduction: Contextualizing Turkey's Africa policy,Tepeciklioğlu E.E.,2021-07-12,Turkey in Africa: A New Emerging Power?,,https://api.elsevier.com/content/abstract/scopus_id/85111356842
Conclusion: Turkey: Just another emerging power in Africa?,Tepeciklioğlu E.E.,2021-07-12,Turkey in Africa: A New Emerging Power?,,https://api.elsevier.com/content/abstract/scopus_id/85111351665
Big data-enabled solutions framework to overcoming the barriers to circular economy initiatives in healthcare sector,Kazançoğlu Y.,2021-07-02,International Journal of Environmental Research and Public Health,10.3390/ijerph18147513,https://api.elsevier.com/content/abstract/scopus_id/85109961117
Learning to move an object by the humanoid robots by using deep reinforcement learning,Aslan S.N.,2021-07-01,Intelligent Environments 2021: Workshop Proceedings of the 17th International Conference on Intelligent Environments,10.3233/AISE210092,https://api.elsevier.com/content/abstract/scopus_id/85115993609
MUKEA-TCP: A mutant kill-based local search augmented evolutionary algorithm approach for test case prioritization,Ufuktepe E.,2021-07-01,"Proceedings - 2021 IEEE 45th Annual Computers, Software, and Applications Conference, COMPSAC 2021",10.1109/COMPSAC51774.2021.00129,https://api.elsevier.com/content/abstract/scopus_id/85115854672
Weighted instances handler wrapper and rotation forest-based hybrid algorithms for sediment transport modeling,Kargar K.,2021-07-01,Journal of Hydrology,10.1016/j.jhydrol.2021.126452,https://api.elsevier.com/content/abstract/scopus_id/85106565367
Which households are more energy vulnerable? Energy poverty and financial inclusion in Turkey,Dogan E.,2021-07-01,Energy Economics,10.1016/j.eneco.2021.105306,https://api.elsevier.com/content/abstract/scopus_id/85104971289
A model for estimating the carbon footprint of maritime transportation of Liquefied Natural Gas under uncertainty,Aseel S.,2021-07-01,Sustainable Production and Consumption,10.1016/j.spc.2021.04.002,https://api.elsevier.com/content/abstract/scopus_id/85104281879
Prediction and evaluation of greenhouse gas emissions for sustainable road transport within Europe,Kazancoglu Y.,2021-07-01,Sustainable Cities and Society,10.1016/j.scs.2021.102924,https://api.elsevier.com/content/abstract/scopus_id/85104048628
Cost and performance comparison for tier-captive and tier-to-tier SBS/RS warehouse configurations,Küçükyaşar M.,2021-07-01,International Transactions in Operational Research,10.1111/itor.12864,https://api.elsevier.com/content/abstract/scopus_id/85089311447
The role of charge distribution on the friction coefficients of epitaxial graphene grown on the Si-terminated and C-terminated faces of SiC,Keskin Y.,2021-06-30,Carbon,10.1016/j.carbon.2021.03.005,https://api.elsevier.com/content/abstract/scopus_id/85102633907
"Erratum to “Stress distribution around an elliptic hole in a plate with ‘implicit’ and ‘explicit’ non-local models” (Composite Structures (2021) 256, (S0263822320329299), (10.1016/j.compstruct.2020.113003))",Tuna M.,2021-06-15,Composite Structures,10.1016/j.compstruct.2021.113843,https://api.elsevier.com/content/abstract/scopus_id/85103593548
Subspace-Based Emulation of the Relationship between Forecasting Error and Network Performance in Joint Forecasting-Scheduling for the Internet of Things,Nakip M.,2021-06-14,"7th IEEE World Forum on Internet of Things, WF-IoT 2021",10.1109/WF-IoT51360.2021.9595663,https://api.elsevier.com/content/abstract/scopus_id/85119890461
Multi-Layer Perceptron Decomposition Architecture for Mobile IoT Indoor Positioning,Cakan E.,2021-06-14,"7th IEEE World Forum on Internet of Things, WF-IoT 2021",10.1109/WF-IoT51360.2021.9595282,https://api.elsevier.com/content/abstract/scopus_id/85119835964
Dynamic thermo-ecological cost assessment and performance analyses of a multi generation system,Ünal C.,2021-06-11,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2021.03.208,https://api.elsevier.com/content/abstract/scopus_id/85106561876
Analyzing barriers of circular food supply chains and proposing industry 4.0 solutions,Ada N.,2021-06-02,Sustainability (Switzerland),10.3390/su13126812,https://api.elsevier.com/content/abstract/scopus_id/85108822471
"BREEAM Communities: Criteria Aim, Status, Strengths and Weaknesses",Umdu D.C.,2021-06-01,"Proceedings - 2021 International Conference on Digital Age and Technological Advances for Sustainable Development, ICDATA 2021",10.1109/ICDATA52997.2021.00048,https://api.elsevier.com/content/abstract/scopus_id/85119517840
Education Equity: An Evaluation of Present Conditions: Will the US Be Able to Be an Educational Leader?,Venkatesan M.,2021-06-01,Sustainability and climate change,10.1089/scc.2021.0026,https://api.elsevier.com/content/abstract/scopus_id/85108790188
Quality Assurance for Operating Room Illumination through Lean Six Sigma,Ozturkoglu Y.,2021-06-01,"International Journal of Mathematical, Engineering and Management Sciences",10.33889/ijmems.2021.6.3.045,https://api.elsevier.com/content/abstract/scopus_id/85107683729
Evaluation of Transition Barriers to Circular Economy: A Case from the Tourism Industry,Vatansever K.,2021-06-01,"International Journal of Mathematical, Engineering and Management Sciences",10.33889/ijmems.2021.6.3.049,https://api.elsevier.com/content/abstract/scopus_id/85107406481
Propose a Polynomial Time Algorithm for Total Completion Time Objective,Ozturkoglu Y.,2021-06-01,"International Journal of Mathematical, Engineering and Management Sciences",10.33889/ijmems.2021.6.3.055,https://api.elsevier.com/content/abstract/scopus_id/85107396111
"International differences in employee silence motives: Scale validation, prevalence, and relationships with culture characteristics across 33 countries",Knoll M.,2021-06-01,Journal of Organizational Behavior,10.1002/job.2512,https://api.elsevier.com/content/abstract/scopus_id/85104311133
